method,class_name,target_area_quartile,iou,dice
robust_superpixel,bicycle,Q2,0.20653612500000001,0.337878875
robust_superpixel,bicycle,Q3,0.212908,0.351071
robust_superpixel,bicycle,Q4,0.346382,0.514538
robust_superpixel,bird,Q1,0.5775453617021277,0.7128552127659575
robust_superpixel,bird,Q2,0.585917,0.7283328461538462
robust_superpixel,bird,Q3,0.6264251333333333,0.7556360666666666
robust_superpixel,bird,Q4,0.6329295714285715,0.7573994285714285
robust_superpixel,boat,Q1,0.5773987631578947,0.7072837105263158
robust_superpixel,boat,Q2,0.6122075384615384,0.7392743846153846
robust_superpixel,boat,Q3,0.5667881666666666,0.6804816666666667
robust_superpixel,boat,Q4,0.59592275,0.7369330000000001
robust_superpixel,bottle,Q1,0.5780517272727272,0.7105759090909091
robust_superpixel,bottle,Q2,0.5716634285714285,0.7081801428571428
robust_superpixel,bottle,Q3,0.61965325,0.75190175
robust_superpixel,bottle,Q4,0.7001906363636364,0.8133471818181818
robust_superpixel,bus,Q1,0.6247971428571429,0.7117444285714286
robust_superpixel,bus,Q2,0.6895665,0.809275125
robust_superpixel,bus,Q3,0.7490992666666667,0.8533672
robust_superpixel,bus,Q4,0.7007979459459459,0.8157276216216216
robust_superpixel,car,Q1,0.5680135555555555,0.6983826666666667
robust_superpixel,car,Q2,0.6217693076923076,0.7587461538461538
robust_superpixel,car,Q3,0.680935076923077,0.7950174615384615
robust_superpixel,car,Q4,0.687081064516129,0.8052141290322581
robust_superpixel,cat,Q1,0.6932594285714285,0.815923
